Unit ID,,Fuel type,,Country/Area,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,
L100000313170,,oil,,Canada,49.4650000,-101.9680000,,,,1962,,,,,,,,,,,,,,,,
L100000313171,,oil,,Canada,49.4520000,-101.9180000,,,,1955,,,,,,,,,,,,,,,,
L100001054231,,oil,,Yemen,15.9382197,45.5809650,,,,1984,,,,,,,,,,,,,,,,
L100000312262,,oil and gas,,United Arab Emirates,25.3333000,54.6667000,,,,2010,,,,,,,,,,,,,,,,
L100000319739,,oil,,Syria,36.0439000,40.6943000,,,,,,,,,,,,,,,,,,,,
L100000312708,,oil,,Libya,33.5124000,12.0220000,,,,1976,,,,,,,,,,,,,,,,
L100000323020,,oil and gas,,United States,48.1394000,-102.7236000,,,,,,,,,,,,,,,,,,,,
L100000322960,,oil and gas,,United States,48.1795000,-102.7584000,,,,,,,,,,,,,,,,,,,,
L100000323086,,oil and gas,,United States,48.1573000,-102.7209000,,,,,,,,,,,,,,,,,,,,
L100000322993,,oil and gas,,United States,48.1949000,-102.8310000,,,,,,,,,,,,,,,,,,,,
L100000311648,,oil and gas,,Egypt,29.7724000,28.1791000,,,,,,,,,,,,,,,,,,,,
L100000312461,,oil and gas,,Qatar,25.0811000,52.4847000,,,,1971,,,,,,,,,,,,,,,,
L100000321163,,oil and gas,,Syria,36.9444000,41.9288000,,,,2011,,,,,,,,,,,,,,,,
L100000319036,,gas,,Qatar,26.5712000,51.8521000,,,,,,,,,,,,,,,,,,,,
L100000319035,,gas,,Qatar,26.5712000,51.8521000,,,,,,,,,,,,,,,,,,,,
L100000312459,,oil and gas,,Qatar,25.9230000,52.6997000,,,,1991,,,,,,,,,,,,,,,,
L100000315032,,oil and gas,,United States,27.6915000,-90.2615000,,,,1985,,,,,,,,,,,,,,,,
L100000321408,,oil and gas,,United States,36.2097000,-100.8289000,,,,,,,,,,,,,,,,,,,,
L100000302780,,oil and gas,,Colombia,4.3386000,-72.9867000,,,,,,,,,,,,,,,,,,,,
L100000301870,,oil and gas,,United Kingdom,60.3802000,-4.2180000,,,,1995,,,,,,,,,,,,,,,,
L100000302781,,oil,,Colombia,3.9034000,-72.6580000,,,,1988,,,,,,,,,,,,,,,,
L100000304887,,oil and gas,,Denmark,55.4948000,5.2312000,,,,1990,,,,,,,,,,,,,,,,
L100000301871,,oil and gas,,United Kingdom,56.1830000,2.7827000,,,,1971,,,,,,,,,,,,,,,,
L100000319614,,oil,,Syria,35.0746000,40.6014000,,,,1987,,,,,,,,,,,,,,,,
L100000321410,,oil and gas,,United States,31.1813000,-103.8640000,,,,1994,,,,,,,,,,,,,,,,
L100000312602,,gas,,Algeria,28.5290000,9.7900000,,,,1961,,,,,,,,,,,,,,,,
L100000312465,,oil and gas,,Qatar,26.6591000,51.5725000,,,,1976,,,,,,,,,,,,,,,,
L100000312462,,oil and gas,,Qatar,26.5142000,51.9219000,,,,1970,,,,,,,,,,,,,,,,
L100000319615,,oil,,Syria,34.9281000,40.8305000,,,,1987,,,,,,,,,,,,,,,,
L100000319655,,gas,,Canada,56.2670000,-122.0100000,,,,,,,,,,,,,,,,,,,,
L100000311690,,gas,,Canada,56.2670000,-122.0100000,,,,1959,,,,,,,,,,,,,,,,
L100000319619,,oil and gas,,Canada,56.2670000,-122.0100000,,,,,,,,,,,,,,,,,,,,
L100000300012,,oil and gas,,Brazil,-5.3160000,-36.7340000,,,,1981,,,,,,,,,,,,,,,,
L100000320418,,oil and gas,,Venezuela,9.7939000,-72.4300000,,,,1950,,,,,,,,,,,,,,,,
L100000312817,,oil and gas,,Indonesia,4.9380000,97.6100000,,,,1972,,,,,,,,,,,,,,,,
L100000320484,,oil and gas,,Peru,-4.5050000,-81.1210000,,,,,,,,,,,,,,,,,,,,
L100000320757,,oil and gas,,Norway,66.0210000,7.8482000,,,,2011,,,,,,,,,,,,,,,,
L100000304557,,oil and gas,,Norway,65.9685000,7.8176000,,,,1990,,,,,,,,,,,,,,,,
L100000304510,,oil and gas,,Norway,59.5785000,1.9898000,,,,1998,,,,,,,,,,,,,,,,
L100000301872,,oil and gas,,United Kingdom,60.8093000,1.7420000,,,,1975,,,,,,,,,,,,,,,,
L100000311657,,oil and gas,,Egypt,28.0728000,33.5694000,,,,,,,,,,,,,,,,,,,,
L100000311920,,oil,,Egypt,28.0667000,33.5167000,,,,1959,,,,,,,,,,,,,,,,
L100000312709,,oil,,Libya,29.4842000,21.1025000,,,,1959,,,,,,,,,,,,,,,,
L100000311658,,oil and gas,,Egypt,28.0728000,33.5694000,,,,,,,,,,,,,,,,,,,,
L100000312509,,oil,,Oman,20.3293000,56.0697000,,,,1972,,,,,,,,,,,,,,,,
L100000312685,,gas,,Kazakhstan,44.3370000,71.0854000,,,,1975,,,,,,,,,,,,,,,,
L100000311954,,oil and gas,,Iraq,31.7468000,47.0614000,,,,1973,,,,,,,,,,,,,,,,
L100000302525,,gas,,Mexico,20.8626000,-97.9804000,,,,1962,,,,,,,,,,,,,,,,
L100000316364,,oil and gas,,United States,28.8590000,-88.9580000,,,,1983,,,,,,,,,,,,,,,,
L100000308200,,oil and gas,,Canada,58.9800000,-119.1770000,,,,1967,,,,,,,,,,,,,,,,
L100000300885,,oil and gas,,Netherlands,53.4700000,5.9140000,,,,1964,,,,,,,,,,,,,,,,
L100000300886,,oil and gas,,Netherlands,53.5010000,5.9330000,,,,1975,,,,,,,,,,,,,,,,
L100000300668,,gas,,Italy,44.4090000,12.6700000,,,,1968,,,,,,,,,,,,,,,,
L100000310984,,oil and gas,,Nigeria,,,,,,1990,,,,,,,,,,,,,,,,
L100000310985,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000301873,,oil and gas,,United Kingdom,53.5945000,0.7838000,,,,1972,,,,,,,,,,,,,,,,
L100000310902,,gas,,Trinidad and Tobago,9.9650000,-60.4590000,,,,1995,,,,,,,,,,,,,,,,
L100000308202,,oil and gas,,Canada,59.4040000,-119.2240000,,,,1968,,,,,,,,,,,,,,,,
L100000312511,,oil,,Oman,18.4363000,55.7400000,,,,1975,,,,,,,,,,,,,,,,
L100000304820,,gas,,Ecuador,-3.2678000,-80.4629000,,,,,,,,,,,,,,,,,,,,
L100000302683,,oil and gas,,Mexico,18.3352000,-93.8733000,,,,2003,,,,,,,,,,,,,,,,
L100000304705,,oil and gas,,Ecuador,-0.9296000,-76.2226000,,,,1987,,,,,,,,,,,,,,,,
L100000319270,,oil and gas,,United States,36.6938000,-98.6257000,,,,,,,,,,,,,,,,,,,,
L100000313173,,oil,,Canada,49.5990000,-104.7280000,,,,1976,,,,,,,,,,,,,,,,
L100000301692,,gas,,Romania,44.0717000,29.9699000,,,,2007,,,,,,,,,,,,,,,,
L100000300013,,oil and gas,,Brazil,-9.7370000,-36.0730000,,,,2004,,,,,,,,,,,,,,,,
L100000301693,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000317521,,gas,,Morocco,35.1104000,-6.6056000,,,,2009,,,,,,,,,,,,,,,,
L100000318926,,oil and gas,,United States,27.1446000,-91.1338000,,,,2014,,,,,,,,,,,,,,,,
L100000319280,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319243,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319236,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000302784,,oil,,Colombia,3.1640000,-75.1210000,,,,,,,,,,,,,,,,,,,,
L100000312877,,oil and gas,,Indonesia,5.4744000,105.8466000,,,,2000,,,,,,,,,,,,,,,,
L100000302788,,oil and gas,,Colombia,6.5800000,-71.7420000,,,,,,,,,,,,,,,,,,,,
L100000302787,,oil and gas,,Colombia,6.6010000,-71.7468000,,,,,,,,,,,,,,,,,,,,
L100000301875,,oil and gas,,United Kingdom,58.0410000,1.4093000,,,,1974,,,,,,,,,,,,,,,,
L100000300018,,oil and gas,,Brazil,-22.3900000,-40.5240000,,,,1981,,,,,,,,,,,,,,,,
L100000300669,,gas,,Italy,44.3910000,12.3430000,,,,1973,,,,,,,,,,,,,,,,
L100000310903,,gas,,Trinidad and Tobago,10.3930000,-60.5890000,,,,1995,,,,,,,,,,,,,,,,
L100000304598,,oil and gas,,Ecuador,,,,,,2003,,,,,,,,,,,,,,,,
L100000309993,,oil and gas,,Australia,-19.5043000,116.5979000,,,,1971,,,,,,,,,,,,,,,,
L100000302789,,oil,,Colombia,6.3830000,-73.8805000,,,,,,,,,,,,,,,,,,,,
L100000302526,,gas,,Mexico,18.6430000,-96.3292000,,,,1953,,,,,,,,,,,,,,,,
L100000312022,,oil and gas,,Malaysia,5.1957107664754245,104.70926818920545,,,,1974,,,,,,,,,,,,,,,,
L100000310987,,gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100001064653,,gas,,Malaysia,,,,,,,,,,,,,,,,,,,,,,
L100000304958,,oil and gas,,India,21.5950000,72.9300000,,,,1960,,,,,,,,,,,,,,,,
L100000300670,,gas,,Italy,44.2860000,13.4460000,,,,1982,,,,,,,,,,,,,,,,
L100000300889,,oil and gas,,Netherlands,53.0770000,6.7920000,,,,1962,,,,,,,,,,,,,,,,
L100000312818,,oil and gas,,Indonesia,4.7416000,105.7272000,,,,1974,,,,,,,,,,,,,,,,
L100000318016,,oil,,China,36.8912000,109.1482000,,,,1983,,,,,,,,,,,,,,,,
L100000308207,,oil and gas,,Canada,53.4380000,-116.7980000,,,,1966,,,,,,,,,,,,,,,,
L100000308208,,oil and gas,,Canada,54.7600000,-117.6190000,,,,1954,,,,,,,,,,,,,,,,
L100000313174,,oil,,Canada,50.1610000,-108.2000000,,,,1996,,,,,,,,,,,,,,,,
L100000323109,,oil and gas,,United States,48.0073000,-102.6821000,,,,,,,,,,,,,,,,,,,,
L100000322963,,oil and gas,,United States,47.9371000,-102.6964000,,,,,,,,,,,,,,,,,,,,
L100000323002,,oil and gas,,United States,48.0261000,-102.7860000,,,,,,,,,,,,,,,,,,,,
L100000313175,,oil,,Canada,50.2440000,-108.3640000,,,,2006,,,,,,,,,,,,,,,,
L100000313178,,oil,,Canada,50.2500000,-108.4080000,,,,1995,,,,,,,,,,,,,,,,
L100000313180,,oil,,Canada,50.2100000,-108.3940000,,,,2002,,,,,,,,,,,,,,,,
L100000313181,,oil,,Canada,50.2870000,-108.4340000,,,,1964,,,,,,,,,,,,,,,,
L100000322979,,oil and gas,,United States,47.9270000,-102.6910000,,,,,,,,,,,,,,,,,,,,
L100000323175,,oil and gas,,United States,47.9795000,-102.7375000,,,,,,,,,,,,,,,,,,,,
L100000323135,,oil and gas,,United States,47.8617000,-102.7484000,,,,,,,,,,,,,,,,,,,,
L100000317211,,oil and gas,,Argentina,-45.8040000,-68.9430000,,,,,,,,,,,,,,,,,,,,
L100000310100,,oil and gas,,Australia,-20.8461000,114.7288000,,,,2024,,,,,,,,,,,,,,,,
L100000318890,,gas,,Russia,68.9204000,76.9521000,,,,2023,,,,,,,,,,,,,,,,
L100000319545,,oil and gas,,United States,,,,,,2018,,,,,,,,,,,,,,,,
L100000310597,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000311597,,oil and gas,,Nigeria,4.0105000,5.8360000,,,,1972,,,,,,,,,,,,,,,,
L100000310836,,gas,,China,30.2745000,105.6639000,,,,2012,,,,,,,,,,,,,,,,
L100000310988,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000321279,,oil,,China,45.6145370,124.6210820,,,,,,,,,,,,,,,,,,,,
L100000304600,,oil and gas,,Ecuador,-0.8424000,-75.9185000,,,,2000,,,,,,,,,,,,,,,,
L100001061748,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000300483,,gas,,Germany,52.7575000,7.3630000,,,,1963,,,,,,,,,,,,,,,,
L100001061418,,gas,,Trinidad and Tobago,10.2865554,-60.2678379,,,,2022,,,,,,,,,,,,,,,,
L100000300471,,oil and gas,,Cyprus,33.1844000,33.3423000,,,,2011,,,,,,,,,,,,,,,,
L100000302790,,oil and gas,,Colombia,4.0520000,-73.4380000,,,,1981,,,,,,,,,,,,,,,,
L100000301876,,oil and gas,,United Kingdom,53.8928000,0.5652000,,,,1987,,,,,,,,,,,,,,,,
L100000315030,,oil and gas,,United States,28.5100000,-88.9760000,,,,2007,,,,,,,,,,,,,,,,
L100000315606,,oil and gas,,United States,28.4660000,-89.0250000,,,,2007,,,,,,,,,,,,,,,,
L100000316205,,oil and gas,,United States,28.6080000,-88.0155000,,,,2009,,,,,,,,,,,,,,,,
L100000300021,,oil and gas,,Brazil,-12.2750000,-38.1660000,,,,1973,,,,,,,,,,,,,,,,
L100000312266,,oil and gas,,United Arab Emirates,25.0032000,55.4610000,,,,2018,,,,,,,,,,,,,,,,
L100000300671,,oil and gas,,Italy,40.9090000,18.4810000,,,,1982,,,,,,,,,,,,,,,,
L100000300022,,oil and gas,,Brazil,-4.7120000,-36.7330000,,,,1986,,,,,,,,,,,,,,,,
L100000300029,,oil and gas,,Brazil,-12.1360000,-38.1090000,,,,2007,,,,,,,,,,,,,,,,
L100000300030,,oil and gas,,Brazil,-12.1370000,-38.1710000,,,,1965,,,,,,,,,,,,,,,,
L100000302527,,oil and gas,,Mexico,20.9736000,-97.9242000,,,,1929,,,,,,,,,,,,,,,,
L100000320441,,oil and gas,,Venezuela,9.2260000,-64.1749000,,,,1954,,,,,,,,,,,,,,,,
L100000320007,,gas,,Colombia,8.5719000,-75.3629000,,,,,,,,,,,,,,,,,,,,
L100000300024,,oil and gas,,Brazil,-4.6320000,-65.3910000,,,,2010,,,,,,,,,,,,,,,,
L100000300025,,oil and gas,,Brazil,-4.7560000,-65.6620000,,,,2001,,,,,,,,,,,,,,,,
L100000300027,,oil and gas,,Brazil,-5.0440000,-36.5650000,,,,1982,,,,,,,,,,,,,,,,
L100000302793,,oil,,Colombia,5.2450000,-71.3820000,,,,2013,,,,,,,,,,,,,,,,
L100000323336,,oil,,Ecuador,0.1670000,-76.4721000,,,,2024,,,,,,,,,,,,,,,,
L100000301877,,oil and gas,,United Kingdom,57.3780000,1.3655000,,,,1969,,,,,,,,,,,,,,,,
L100000302534,,oil and gas,,Mexico,26.1212000,-99.0819000,,,,1968,,,,,,,,,,,,,,,,
L100000310599,,oil and gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000310598,,gas,,Australia,-24.6153715,149.0864000,,,,,,,,,,,,,,,,,,,,
L100000312125,,oil and gas,,Russia,57.4900000,78.5000000,,,,1985,,,,,,,,,,,,,,,,
L100000313183,,oil,,Canada,49.6550000,-102.3870000,,,,1964,,,,,,,,,,,,,,,,
L100000302540,,oil and gas,,Mexico,26.4908000,-99.1767000,,,,1961,,,,,,,,,,,,,,,,
L100000302794,,oil and gas,,Colombia,4.3220000,-72.9820000,,,,,,,,,,,,,,,,,,,,
L100000302795,,oil and gas,,Colombia,6.0567000,-74.5929000,,,,,,,,,,,,,,,,,,,,
L100000319548,,gas,,Chile,-52.6219000,-69.4198000,,,,2007,,,,,,,,,,,,,,,,
L100000302278,,oil and gas,,Mexico,22.2437000,-97.5247000,,,,1966,,,,,,,,,,,,,,,,
L100000300031,,oil and gas,,Brazil,-21.2050000,-39.8530000,,,,2000,,,,,,,,,,,,,,,,
L100000300672,,oil and gas,,Italy,36.9180000,13.7760000,,,,2006,,,,,,,,,,,,,,,,
L100000310600,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000314395,,oil and gas,,United States,28.5620000,-88.3110000,,,,1995,,,,,,,,,,,,,,,,
L100000317212,,oil and gas,,Argentina,-52.6510000,-68.0810000,,,,,,,,,,,,,,,,,,,,
L100000310920,,gas,,Trinidad and Tobago,10.7060000,-60.5910000,,,,2000,,,,,,,,,,,,,,,,
L100000302798,,gas,,Colombia,9.5481000,-73.9453000,,,,,,,,,,,,,,,,,,,,
L100000312819,,oil and gas,,Indonesia,-5.9000000,107.7000000,,,,1969,,,,,,,,,,,,,,,,
L100000318895,,oil and gas,,Russia,69.5976000,70.9430000,,,,2023,,,,,,,,,,,,,,,,
L100000312454,,oil and gas,,Russia,52.5833000,143.7167000,,,,1989,,,,,,,,,,,,,,,,
L100000312374,,oil,,Russia,55.8336000,54.4150000,,,,1955,,,,,,,,,,,,,,,,
L100000319179,,oil,,Russia,56.1087000,54.0354000,,,,1955,,,,,,,,,,,,,,,,
L100000304602,,oil and gas,,Ecuador,-0.9378000,-76.8410000,,,,1995,,,,,,,,,,,,,,,,
L100000321414,,oil and gas,,United States,31.5431000,-102.7002000,,,,,,,,,,,,,,,,,,,,
L100000318224,,gas,,United Kingdom,57.4764000,2.0858000,,,,1985,,,,,,,,,,,,,,,,
L100000302799,,oil and gas,,Colombia,3.1758000,-75.2971000,,,,,,,,,,,,,,,,,,,,
L100000302528,,oil and gas,,Mexico,17.9208000,-93.7596000,,,,1966,,,,,,,,,,,,,,,,
L100000302529,,gas,,Mexico,17.7261000,-93.1549000,,,,1977,,,,,,,,,,,,,,,,
L100000305121,,oil and gas,,Thailand,8.2200000,102.4850000,,,,1999,,,,,,,,,,,,,,,,
L100000301879,,oil and gas,,United Kingdom,58.1931000,1.4270000,,,,2000,,,,,,,,,,,,,,,,
L100000312897,,gas,,Indonesia,,,,,,2018,,,,,,,,,,,,,,,,
L100000305160,,oil and gas,,Thailand,17.0580000,99.9590000,,,,,,,,,,,,,,,,,,,,
L100000312703,,oil,,Kazakhstan,44.6330000,54.3646000,,,,1968,,,,,,,,,,,,,,,,
L100000312268,,oil,,United Arab Emirates,23.3200000,54.1430000,,,,1965,,,,,,,,,,,,,,,,
L100000310990,,oil and gas,,Nigeria,4.0960000,7.7720000,,,,1966,,,,,,,,,,,,,,,,
L100000312906,,oil and gas,,Indonesia,-2.4861000,133.2282000,,,,2011,,,,,,,,,,,,,,,,
L100000310993,,oil,,Nigeria,4.0730000,7.9810000,,,,1966,,,,,,,,,,,,,,,,
L100001055828,,oil and gas,,Kazakhstan,45.1561687,65.4710828,,,,,,,,,,,,,,,,,,,,
L100000304502,,oil and gas,,Norway,65.1061000,6.7699000,,,,1981,,,,,,,,,,,,,,,,
L100000310994,,oil and gas,,Nigeria,5.6979000,6.4867000,,,,,,,,,,,,,,,,,,,,
L100000321169,,oil,,Russia,54.8167000,51.5167000,,,,1960,,,,,,,,,,,,,,,,
L100000317749,,gas,,United States,32.1222000,-93.0992000,,,,1946,,,,,,,,,,,,,,,,
L100000313185,,oil,,Canada,49.7860000,-102.4110000,,,,1985,,,,,,,,,,,,,,,,
L100000320852,,oil and gas,,Mexico,,,,,,2023,,,,,,,,,,,,,,,,
L100000312710,,oil,,Libya,29.3360000,21.6245000,,,,1989,,,,,,,,,,,,,,,,
L100000311652,,oil and gas,,Egypt,,,,,,,,,,,,,,,,,,,,,,
L100000312711,,oil and gas,,Libya,29.5060000,20.0200000,,,,2000,,,,,,,,,,,,,,,,
L100000308220,,oil and gas,,Canada,53.7310000,-112.6120000,,,,1963,,,,,,,,,,,,,,,,
L100000318885,,gas and condensate,,Russia,46.8196000,47.8721000,,,,2004,,,,,,,,,,,,,,,,
L100000318893,,gas and condensate,,Russia,46.8281000,48.1404000,,,,1976,,,,,,,,,,,,,,,,
L100000319021,,gas and condensate,,Russia,46.8070000,47.4994000,,,,1976,,,,,,,,,,,,,,,,
L100000318886,,gas and condensate,,Russia,46.9618000,47.2724000,,,,2005,,,,,,,,,,,,,,,,
L100000320323,,oil and gas,,Brazil,-24.9519000,-42.4689000,,,,2022,,,,,,,,,,,,,,,,
L100000300036,,oil and gas,,Brazil,-24.9520000,-42.4690000,,,,2013,,,,,,,,,,,,,,,,
L100000314577,,oil and gas,,United States,29.4196000,-91.4720000,,,,1951,,,,,,,,,,,,,,,,
L100000316422,,oil and gas,,United States,29.4196000,-91.4720000,,,,1951,,,,,,,,,,,,,,,,
L100000309302,,oil,,Canada,55.5290000,-110.9250000,,,,,,,,,,,,,,,,,,,,
L100000309619,,oil,,Canada,57.2220000,-111.0320000,,,,,,,,,,,,,,,,,,,,
L100000309314,,oil,,Canada,55.9980000,-113.4470000,,,,,,,,,,,,,,,,,,,,
L100000309322,,oil,,Canada,56.1230000,-111.7500000,,,,,,,,,,,,,,,,,,,,
L100000309330,,oil,,Canada,55.6780000,-110.7370000,,,,,,,,,,,,,,,,,,,,
L100000309627,,oil,,Canada,57.2310000,-111.2130000,,,,,,,,,,,,,,,,,,,,
L100000309332,,oil,,Canada,55.9680000,-113.2380000,,,,,,,,,,,,,,,,,,,,
L100000309628,,oil,,Canada,57.3590000,-111.1100000,,,,,,,,,,,,,,,,,,,,
L100000309337,,oil,,Canada,55.7970000,-111.4730000,,,,,,,,,,,,,,,,,,,,
L100000309365,,oil,,Canada,55.5760000,-110.9770000,,,,,,,,,,,,,,,,,,,,
L100000309620,,oil,,Canada,55.4290000,-111.1650000,,,,,,,,,,,,,,,,,,,,
L100000309409,,oil,,Canada,56.8290000,-112.1830000,,,,,,,,,,,,,,,,,,,,
L100000309423,,oil,,Canada,56.4920000,-111.4150000,,,,,,,,,,,,,,,,,,,,
L100000309425,,oil,,Canada,56.2840000,-111.6690000,,,,,,,,,,,,,,,,,,,,
L100000309440,,oil,,Canada,55.4640000,-113.8490000,,,,,,,,,,,,,,,,,,,,
L100000309456,,oil,,Canada,55.3450000,-113.7890000,,,,,,,,,,,,,,,,,,,,
L100000309596,,oil,,Canada,55.4660000,-114.0130000,,,,,,,,,,,,,,,,,,,,
L100000309626,,oil,,Canada,57.2380000,-111.5220000,,,,,,,,,,,,,,,,,,,,
L100000309630,,oil,,Canada,57.0110000,-111.3460000,,,,,,,,,,,,,,,,,,,,
L100000309631,,oil,,Canada,57.0560000,-111.7110000,,,,,,,,,,,,,,,,,,,,
L100000309622,,oil,,Canada,55.5780000,-110.7590000,,,,,,,,,,,,,,,,,,,,
L100000309623,,oil,,Canada,55.0700000,-110.6450000,,,,,,,,,,,,,,,,,,,,
L100000309532,,oil,,Canada,57.0440000,-111.9010000,,,,,,,,,,,,,,,,,,,,
L100000309535,,oil,,Canada,56.3230000,-111.6590000,,,,,,,,,,,,,,,,,,,,
L100000309537,,oil,,Canada,57.2330000,-110.8730000,,,,,,,,,,,,,,,,,,,,
L100000309624,,oil,,Canada,57.4140000,-111.5400000,,,,,,,,,,,,,,,,,,,,
L100000309616,,oil,,Canada,56.1460000,-113.1480000,,,,,,,,,,,,,,,,,,,,
L100000309558,,oil,,Canada,56.1290000,-110.9180000,,,,,,,,,,,,,,,,,,,,
L100000309563,,oil,,Canada,56.3620000,-110.9610000,,,,,,,,,,,,,,,,,,,,
L100000309570,,oil,,Canada,56.1320000,-113.0300000,,,,,,,,,,,,,,,,,,,,
L100000309625,,oil,,Canada,57.3500000,-111.8130000,,,,,,,,,,,,,,,,,,,,
L100000309629,,oil,,Canada,57.3410000,-111.3020000,,,,,,,,,,,,,,,,,,,,
L100000308222,,gas,,Canada,54.7300000,-113.1620000,,,,1950,,,,,,,,,,,,,,,,
L100000318263,,gas,,Israel,33.1920000,34.1926000,,,,2022,,,,,,,,,,,,,,,,
L100000300037,,oil and gas,,Brazil,-24.1130000,-41.8930000,,,,2001,,,,,,,,,,,,,,,,
L100000314392,,oil and gas,,United States,27.2433000,-90.0127000,,,,1998,,,,,,,,,,,,,,,,
L100000310602,,gas,,Australia,-26.1956805,149.7906000,,,,,,,,,,,,,,,,,,,,
L100000308225,,oil and gas,,Canada,50.8980000,-110.7870000,,,,1904,,,,,,,,,,,,,,,,
L100000308226,,gas,,Canada,54.8080000,-112.4620000,,,,1960,,,,,,,,,,,,,,,,
L100000311579,,oil and gas,,Egypt,32.2257000,31.8863000,,,,2015,,,,,,,,,,,,,,,,
L100000317442,,oil and gas,,Egypt,32.2250000,31.8998000,,,,2015,,,,,,,,,,,,,,,,
L100000311955,,oil and gas,,Iraq,36.9370000,43.3282000,,,,2011,,,,,,,,,,,,,,,,
L100001056051,,oil and gas,,Libya,29.40940,9.96709,,,,2020,,,,,,,,,,,,,,,,
L100000312712,,oil and gas,,Libya,29.5754000,19.6222000,,,,1965,,,,,,,,,,,,,,,,
L100000300038,,oil and gas,,Brazil,-2.9720000,-38.9710000,,,,1979,,,,,,,,,,,,,,,,
L100000317067,,oil and gas,,Mozambique,-10.6183000,40.8793000,,,,2012,,,,,,,,,,,,,,,,
L100000305071,,oil,,Guatemala,15.9740000,-90.6160000,,,,,,,,,,,,,,,,,,,,
L100000304604,,oil and gas,,Ecuador,-0.6077000,-76.8992000,,,,1970,,,,,,,,,,,,,,,,
L100000304606,,oil and gas,,Ecuador,-0.7931000,-76.8869000,,,,1980,,,,,,,,,,,,,,,,
L100000316209,,oil and gas,,United States,27.5503000,-92.4323000,,,,1987,,,,,,,,,,,,,,,,
L100000312713,,oil,,Libya,29.2538000,21.5227000,,,,1956,,,,,,,,,,,,,,,,
L100000301880,,oil and gas,,United Kingdom,56.3990000,2.0876000,,,,1971,,,,,,,,,,,,,,,,
L100000302802,,oil and gas,,Colombia,7.5960000,-73.6310000,,,,,,,,,,,,,,,,,,,,
L100000317124,,oil,,United States,70.2222000,-148.4529000,,,,1999,,,,,,,,,,,,,,,,
L100000301881,,oil and gas,,United Kingdom,57.7026000,1.2763000,,,,2010,,,,,,,,,,,,,,,,
L100000301882,,oil and gas,,United Kingdom,51.0451000,-1.2367000,,,,2003,,,,,,,,,,,,,,,,
L100000302804,,oil and gas,,Colombia,4.3220000,-72.9820000,,,,,,,,,,,,,,,,,,,,
L100000323083,,oil and gas,,United States,48.1803000,-103.4988000,,,,,,,,,,,,,,,,,,,,
L100000310606,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000313187,,oil,,Canada,51.5330000,-109.0000000,,,,1959,,,,,,,,,,,,,,,,
L100000310997,,oil and gas,,Nigeria,3.9184000,7.4534000,,,,2010,,,,,,,,,,,,,,,,
L100000302530,,gas,,Mexico,18.1983000,-93.1175000,,,,1973,,,,,,,,,,,,,,,,
L100000302258,,oil and gas,,Mexico,19.6253000,-92.3540000,,,,2007,,,,,,,,,,,,,,,,
L100000302289,,oil and gas,,Mexico,19.1390000,-92.9290000,,,,1992,,,,,,,,,,,,,,,,
L100000302407,,oil and gas,,Mexico,17.8972000,-93.7515000,,,,2013,,,,,,,,,,,,,,,,
L100000312692,,oil and gas,,Kazakhstan,46.9833000,54.0167000,,,,1944,,,,,,,,,,,,,,,,
L100000321088,,gas and condensate,,Uzbekistan,38.8256760,66.3512461,,,,2020,,,,,,,,,,,,,,,,
L100000312170,,oil,,Iran,31.1613000,47.7945000,,,,1997,,,,,,,,,,,,,,,,
L100000312172,,oil,,Iran,31.1613000,47.7945000,,,,1997,,,,,,,,,,,,,,,,
L100000302805,,oil,,Colombia,5.3920000,-71.3310000,,,,,,,,,,,,,,,,,,,,
L100000312193,,oil,,Iran,33.0297000,46.6075000,,,,2005,,,,,,,,,,,,,,,,
L100000317038,,oil and gas,,Azerbaijan,40.2197000,51.0977000,,,,1988,,,,,,,,,,,,,,,,
L100000319750,,oil,,Syria,35.0586000,40.8559000,,,,,,,,,,,,,,,,,,,,
L100000300039,,gas,,Brazil,-2.7330000,-58.1780000,,,,1999,,,,,,,,,,,,,,,,
L100000321196,,gas,,Brazil,-2.7881000,-58.2571000,,,,,,,,,,,,,,,,,,,,
L100000311945,,gas,,Malaysia,4.721346646623285,113.10847574981439,,,,1980,,,,,,,,,,,,,,,,
L100000300894,,gas,,Netherlands,55.3000000,4.0920000,,,,1990,,,,,,,,,,,,,,,,
L100000314065,,gas,,Malaysia,4.3471121,112.5301757,,,,2013,,,,,,,,,,,,,,,,
L100000312089,,gas,,Malaysia,,,,,,2010,,,,,,,,,,,,,,,,
